date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-01,0.00,1.80,12.74,0.13,0.33,1.80,6.89,90.41,335.13,6.93
1970-10-02,1.10,2.97,12.41,0.13,0.34,3.29,5.50,107.09,317.88,9.94
1970-10-03,0.40,2.34,11.07,0.12,0.31,2.60,5.22,131.74,294.73,7.00
1970-10-04,0.00,0.26,13.18,0.13,0.33,0.27,9.48,56.53,355.39,6.55
1970-10-05,0.38,1.31,14.00,0.13,0.34,1.53,8.24,58.11,358.58,6.70
1970-10-06,0.03,1.21,9.71,0.13,0.33,1.26,5.93,112.72,301.94,4.48
1970-10-07,0.24,0.84,8.04,0.13,0.33,0.93,5.74,107.10,297.61,3.60
1970-10-08,0.00,0.74,8.02,0.13,0.33,0.74,5.72,116.55,290.53,1.84
1970-10-09,0.00,0.79,8.32,0.13,0.33,0.79,5.46,126.41,282.63,1.53
1970-10-10,0.45,0.68,8.67,0.13,0.33,0.79,5.95,71.02,320.58,2.67
1970-10-11,0.06,0.23,13.16,0.14,0.35,0.25,9.46,48.88,356.13,3.95
1970-10-12,0.27,0.52,14.02,0.14,0.36,0.57,9.05,59.15,354.10,1.79
1970-10-13,0.00,0.47,13.93,0.14,0.37,0.47,9.00,56.87,354.46,1.47
1970-10-14,0.20,0.16,12.39,0.14,0.36,0.19,8.48,27.43,354.73,2.19
1970-10-15,0.00,0.79,12.12,0.14,0.36,0.79,7.31,55.53,344.78,3.14
1970-10-16,0.00,0.65,9.52,0.14,0.36,0.65,6.21,79.97,313.36,2.43
1970-10-17,0.00,0.73,9.67,0.10,0.27,0.73,5.51,106.85,289.73,1.70
1970-10-18,2.42,0.72,9.38,0.14,0.35,0.94,6.47,73.72,316.21,5.91
1970-10-19,3.41,1.88,9.84,0.14,0.37,2.19,5.18,86.29,302.04,8.36
1970-10-20,0.00,1.34,5.44,0.14,0.37,1.34,3.85,87.43,277.18,6.69
1970-10-21,0.00,1.43,5.47,0.13,0.33,1.43,3.74,86.13,276.33,6.91
1970-10-22,0.00,0.55,6.80,0.14,0.34,0.55,5.22,46.30,319.82,3.35
1970-10-23,0.20,0.52,8.33,0.14,0.34,0.61,6.02,42.81,330.35,3.77
1970-10-24,0.11,0.45,10.89,0.14,0.34,0.54,7.55,41.96,343.59,5.59
1970-10-25,0.71,1.02,11.58,0.14,0.35,1.28,7.16,36.68,350.23,7.82
1970-10-26,0.25,0.86,9.89,0.14,0.35,1.02,6.13,70.59,311.27,4.76
1970-10-27,7.34,0.70,8.16,0.17,0.44,0.88,5.56,34.71,333.11,4.27
1970-10-28,0.12,0.00,10.53,0.16,0.42,0.12,8.29,42.90,339.09,5.51
1970-10-29,0.00,0.76,11.86,0.15,0.38,0.76,7.54,55.09,333.42,6.44
1970-10-30,1.27,0.22,13.82,0.14,0.34,0.35,9.47,20.52,360.97,8.56
1970-10-31,0.78,0.93,13.46,0.14,0.35,1.18,8.29,32.69,359.55,7.53
1970-11-01,20.15,1.76,11.50,0.21,0.53,2.04,5.76,56.23,321.75,7.27
1970-11-02,7.89,0.05,12.47,0.42,1.06,0.08,8.83,19.41,354.91,5.73
1970-11-03,0.25,1.83,10.99,0.28,0.71,2.09,5.74,61.07,312.04,9.46
1970-11-04,0.71,1.01,9.66,0.18,0.46,1.25,5.86,42.30,326.84,6.10
1970-11-05,0.01,1.09,8.83,0.16,0.42,1.11,5.37,62.33,298.62,6.78
1970-11-06,14.60,0.40,6.80,0.19,0.49,0.50,5.20,31.83,323.05,2.81
1970-11-07,1.22,0.35,6.77,0.43,1.11,0.49,5.60,33.08,321.91,5.09
1970-11-08,0.37,0.58,5.48,0.25,0.63,0.78,4.73,28.12,319.12,5.37
1970-11-09,0.15,0.90,7.15,0.20,0.52,1.09,5.04,48.65,302.12,7.69
1970-11-10,0.66,0.64,8.57,0.18,0.46,0.80,5.55,18.21,335.01,4.21
1970-11-11,9.01,0.19,9.85,0.19,0.48,0.31,7.35,27.00,342.00,7.43
1970-11-12,0.06,0.41,6.66,0.28,0.71,0.50,5.33,37.55,311.90,4.91
1970-11-13,0.76,0.66,4.41,0.22,0.57,0.88,3.99,46.81,285.10,5.08
1970-11-14,1.40,0.00,3.53,0.21,0.52,0.00,5.11,15.60,312.60,4.31
1970-11-15,1.40,0.59,2.96,0.19,0.49,0.80,3.57,60.24,258.36,5.32
1970-11-16,4.62,0.12,2.95,0.25,0.64,0.18,4.40,15.07,308.18,4.60
1970-11-17,7.49,0.71,5.95,0.32,0.81,0.90,4.52,25.25,318.64,4.70
1970-11-18,21.02,0.75,6.70,0.96,2.44,0.99,4.96,24.95,323.06,6.14
1970-11-19,0.98,0.32,6.91,1.58,4.05,0.47,5.63,27.88,321.12,5.52
1970-11-20,5.26,0.07,4.72,1.13,2.88,0.11,5.20,22.73,317.38,4.53
1970-11-21,0.00,0.62,5.98,0.80,2.05,0.62,4.58,47.67,284.19,5.67
1970-11-22,6.73,0.24,4.27,0.55,1.41,0.32,4.20,45.38,278.59,3.14
1970-11-23,1.14,0.14,7.61,0.85,2.17,0.25,6.32,21.50,331.94,7.83
1970-11-24,0.01,0.49,9.67,0.67,1.71,0.50,6.34,30.33,327.62,4.57
1970-11-25,0.00,0.47,10.43,0.47,1.20,0.47,6.34,33.83,324.80,3.41
1970-11-26,0.05,0.04,7.33,0.36,0.93,0.05,5.97,24.43,324.58,1.87
1970-11-27,2.33,0.09,8.06,0.34,0.88,0.13,6.40,21.95,331.60,3.43
