date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-01,4.20,1.19,9.46,NaN,NaN,1.47,6.01,68.94,325.14,7.20
1970-10-02,1.65,1.40,8.11,NaN,NaN,1.75,5.39,111.42,289.42,10.14
1970-10-03,4.14,1.31,9.17,NaN,NaN,1.55,5.45,74.72,316.59,5.65
1970-10-04,1.66,0.50,10.68,NaN,NaN,0.69,7.56,45.87,345.11,6.22
1970-10-05,0.00,1.48,10.24,NaN,NaN,1.48,6.06,107.79,298.11,7.76
1970-10-06,0.68,1.33,8.94,NaN,NaN,1.66,5.70,65.36,320.11,9.49
1970-10-07,4.24,0.71,8.68,NaN,NaN,0.89,6.11,63.47,320.66,4.81
1970-10-08,0.53,0.72,8.58,NaN,NaN,0.89,6.01,71.76,313.17,4.54
1970-10-09,0.00,1.08,8.01,NaN,NaN,1.08,5.44,81.27,300.87,7.52
1970-10-10,0.00,0.94,11.06,NaN,NaN,0.94,6.88,92.35,308.30,5.03
1970-10-11,0.37,0.46,8.60,NaN,NaN,0.57,6.29,58.94,320.38,3.10
1970-10-12,0.54,0.00,10.42,NaN,NaN,0.17,8.42,40.37,342.81,3.40
1970-10-13,0.16,0.34,11.03,NaN,NaN,0.37,7.33,62.53,328.01,1.23
1970-10-14,0.00,0.14,8.87,NaN,NaN,0.14,7.14,45.45,330.52,2.97
1970-10-15,0.00,0.17,10.38,NaN,NaN,0.17,7.78,41.34,340.02,2.86
1970-10-16,0.04,0.41,11.44,NaN,NaN,0.43,7.33,72.67,318.24,1.91
1970-10-17,1.11,0.58,10.35,NaN,NaN,0.76,7.03,42.34,336.97,5.49
1970-10-18,7.26,1.85,11.18,NaN,NaN,2.20,6.16,32.41,347.54,11.15
1970-10-19,6.05,1.01,6.58,NaN,NaN,1.37,5.03,61.98,296.91,11.52
1970-10-20,10.34,0.96,3.98,NaN,NaN,1.36,4.14,43.53,299.11,12.70
1970-10-21,3.20,1.42,5.74,NaN,NaN,1.74,3.95,35.14,312.39,8.09
1970-10-22,0.26,0.36,8.16,NaN,NaN,0.48,6.15,48.42,315.97,4.25
1970-10-23,2.02,0.63,8.26,NaN,NaN,0.83,5.87,29.94,332.75,5.55
1970-10-24,0.32,0.48,8.78,NaN,NaN,0.64,6.31,28.54,336.42,5.10
1970-10-25,0.47,0.43,7.75,NaN,NaN,0.56,5.74,33.84,324.77,3.82
1970-10-26,1.23,0.65,4.66,NaN,NaN,0.89,4.31,59.83,278.88,6.22
1970-10-27,0.39,0.62,3.12,NaN,NaN,0.73,3.51,25.92,304.93,3.52
1970-10-28,10.09,0.80,3.38,NaN,NaN,1.02,3.44,40.98,287.41,4.80
1970-10-29,3.10,0.31,5.85,NaN,NaN,0.45,5.34,26.73,320.32,5.64
1970-10-30,0.94,0.12,7.99,NaN,NaN,0.19,6.47,51.20,303.86,6.45
1970-10-31,1.50,0.81,8.49,NaN,NaN,1.05,5.54,12.78,334.66,6.22
1970-11-01,5.20,1.40,8.08,NaN,NaN,1.74,5.02,38.93,310.34,10.25
1970-11-02,14.55,0.47,6.75,NaN,NaN,0.66,5.44,24.19,324.37,5.96
1970-11-03,0.74,0.57,6.98,NaN,NaN,0.80,5.42,27.56,320.06,6.80
1970-11-04,0.44,0.53,5.76,NaN,NaN,0.73,4.91,23.80,317.72,5.87
1970-11-05,2.21,0.48,5.58,NaN,NaN,0.72,4.90,46.01,285.86,7.53
1970-11-06,1.36,0.55,4.68,NaN,NaN,0.69,3.83,30.52,297.49,3.30
1970-11-07,8.24,0.13,4.41,NaN,NaN,0.16,4.35,36.03,290.00,2.21
1970-11-08,4.65,0.34,6.58,NaN,NaN,0.58,5.67,27.41,314.58,10.41
1970-11-09,5.70,0.69,6.03,NaN,NaN,1.03,5.01,31.24,303.48,10.80
1970-11-10,0.12,0.57,5.67,NaN,NaN,0.66,4.37,21.67,313.45,3.79
1970-11-11,0.09,0.34,5.00,NaN,NaN,0.44,4.78,29.92,298.36,5.90
1970-11-12,0.00,0.46,2.76,NaN,NaN,0.46,3.88,37.87,272.11,7.37
1970-11-13,0.00,0.26,2.44,NaN,NaN,0.26,3.86,39.27,267.24,5.37
1970-11-14,4.63,0.32,1.35,NaN,NaN,0.44,3.28,32.87,268.87,3.95
1970-11-15,5.40,0.13,1.83,NaN,NaN,0.20,3.84,37.24,265.51,4.96
1970-11-16,0.77,0.00,1.73,NaN,NaN,0.00,4.59,34.41,272.87,5.00
1970-11-17,2.48,0.34,3.54,NaN,NaN,0.48,4.22,15.44,309.51,4.48
1970-11-18,5.66,0.00,3.98,NaN,NaN,0.00,4.89,26.41,292.94,2.14
1970-11-19,5.43,0.21,2.88,NaN,NaN,0.34,4.33,17.64,301.71,6.58
1970-11-20,15.49,0.37,3.31,NaN,NaN,0.50,3.62,30.26,274.15,3.91
1970-11-21,7.83,0.00,2.94,NaN,NaN,0.00,5.56,7.58,311.13,6.50
1970-11-22,0.00,0.35,3.72,NaN,NaN,0.35,4.03,29.65,276.53,5.13
1970-11-23,11.57,0.44,5.09,NaN,NaN,0.60,4.62,13.28,317.55,4.91
1970-11-24,0.54,0.00,7.31,NaN,NaN,0.00,7.15,13.35,330.46,6.14
1970-11-25,1.56,0.00,7.35,NaN,NaN,0.00,6.18,6.92,330.74,2.47
1970-11-26,7.13,0.13,6.60,NaN,NaN,0.17,5.38,15.25,319.62,2.92
1970-11-27,1.21,0.00,6.22,NaN,NaN,0.00,6.34,13.12,323.89,5.28
1970-11-28,4.22,0.00,6.96,NaN,NaN,0.00,6.42,6.50,329.29,2.54
1970-11-29,8.73,0.09,5.93,NaN,NaN,0.15,5.49,6.37,323.45,5.35
1970-11-30,2.71,0.16,4.77,NaN,NaN,0.28,5.06,11.67,316.96,6.75
1970-12-01,0.81,0.11,4.21,NaN,NaN,0.17,4.50,25.77,277.77,5.14
1970-12-02,1.09,0.10,3.92,NaN,NaN,0.16,4.70,11.57,311.64,4.30
1970-12-03,0.97,0.47,2.44,NaN,NaN,0.63,3.39,13.69,294.07,4.08
1970-12-04,0.35,0.03,3.26,NaN,NaN,0.06,4.43,25.58,271.73,6.64
1970-12-05,0.19,0.50,5.72,NaN,NaN,0.76,4.89,23.65,286.07,9.90
1970-12-06,2.56,0.57,4.70,NaN,NaN,0.81,4.15,22.09,281.85,6.61
1970-12-07,0.19,0.32,3.37,NaN,NaN,0.49,4.19,15.71,293.91,6.40
1970-12-08,0.00,0.18,3.24,NaN,NaN,0.18,4.10,20.71,278.84,5.15
1970-12-09,0.00,0.00,5.40,NaN,NaN,0.00,5.25,17.28,300.45,3.48
1970-12-10,0.00,0.00,4.57,NaN,NaN,0.00,5.00,11.27,312.49,2.51
1970-12-11,0.00,0.00,3.47,NaN,NaN,0.00,4.71,11.26,306.91,2.85
1970-12-12,0.00,0.00,3.35,NaN,NaN,0.00,4.75,9.74,310.54,3.56
1970-12-13,0.39,0.53,3.68,NaN,NaN,0.75,3.90,15.89,290.08,6.07
1970-12-14,0.09,0.03,3.87,NaN,NaN,0.04,4.46,13.19,301.12,2.84
1970-12-15,0.00,0.15,3.79,NaN,NaN,0.16,4.53,11.22,306.61,4.77
1970-12-16,0.11,0.40,6.35,NaN,NaN,0.56,4.98,20.45,290.81,6.71
1970-12-17,0.60,0.71,6.22,NaN,NaN,1.01,4.64,22.68,281.89,8.51
1970-12-18,0.06,0.21,7.72,NaN,NaN,0.25,6.05,5.08,332.18,6.08
1970-12-19,1.33,0.00,8.55,NaN,NaN,0.00,7.06,9.33,336.59,7.09
1970-12-20,1.99,0.61,3.08,NaN,NaN,0.87,3.59,19.30,274.65,6.81
1970-12-21,0.50,0.69,1.37,NaN,NaN,0.95,2.90,20.11,261.78,6.32
1970-12-22,2.83,0.68,3.01,NaN,NaN,0.91,3.50,10.94,299.33,5.56
1970-12-23,5.62,0.29,3.65,NaN,NaN,0.50,4.49,11.64,304.26,8.33
1970-12-24,1.85,0.10,4.24,NaN,NaN,0.15,4.81,9.84,313.16,4.56
1970-12-25,3.09,0.16,3.40,NaN,NaN,0.23,4.24,14.98,292.70,4.56
1970-12-26,0.99,0.00,3.86,NaN,NaN,0.00,5.02,6.00,313.70,5.85
1970-12-27,4.99,0.40,2.70,NaN,NaN,0.57,3.80,5.18,304.81,5.07
1970-12-28,2.96,0.25,2.38,NaN,NaN,0.37,3.85,5.22,303.79,4.36
1970-12-29,2.83,0.14,2.32,NaN,NaN,0.26,4.23,10.69,302.05,7.32
1970-12-30,3.26,0.24,0.60,NaN,NaN,0.43,3.56,14.62,281.78,8.06
1970-12-31,2.25,0.20,0.56,NaN,NaN,0.32,3.52,12.27,288.36,5.66
1971-01-01,2.52,0.21,0.90,NaN,NaN,0.33,3.52,12.55,288.82,4.77
1971-01-02,0.00,0.00,1.55,NaN,NaN,0.00,4.00,5.51,301.12,2.48
1971-01-03,0.00,0.07,1.11,NaN,NaN,0.07,3.50,17.08,277.80,3.33
1971-01-04,0.14,0.15,0.40,NaN,NaN,0.19,3.43,11.77,290.12,3.81
1971-01-05,1.56,0.08,0.52,NaN,NaN,0.13,3.67,10.71,295.16,4.33
1971-01-06,1.34,0.83,4.37,NaN,NaN,1.12,3.95,5.84,312.14,7.15
1971-01-07,0.16,0.00,5.84,NaN,NaN,0.00,6.65,18.93,305.59,10.89
1971-01-08,0.15,0.72,8.19,NaN,NaN,0.85,5.62,14.33,324.53,7.67
1971-01-09,0.00,0.92,9.49,NaN,NaN,0.93,6.26,12.48,337.12,11.00
1971-01-10,0.00,0.85,10.45,NaN,NaN,0.85,6.47,13.90,338.62,7.40
1971-01-11,0.00,0.02,6.42,NaN,NaN,0.02,5.73,17.92,310.85,5.30
1971-01-12,0.00,0.12,3.41,NaN,NaN,0.12,4.12,12.53,307.48,2.15
1971-01-13,0.06,0.00,3.69,NaN,NaN,0.00,4.99,6.67,312.97,2.00
1971-01-14,0.00,0.00,5.00,NaN,NaN,0.00,5.61,13.33,317.76,2.40
1971-01-15,0.00,0.00,3.93,NaN,NaN,0.00,4.81,13.43,311.81,1.36
1971-01-16,0.00,0.00,2.57,NaN,NaN,0.00,4.03,26.89,274.47,1.91
1971-01-17,0.02,0.20,3.75,NaN,NaN,0.21,4.45,14.32,309.31,4.05
1971-01-18,2.18,0.16,4.60,NaN,NaN,0.29,5.04,14.13,315.71,7.63
1971-01-19,0.09,0.21,5.42,NaN,NaN,0.27,4.99,28.90,288.83,6.27
1971-01-20,3.68,0.27,3.72,NaN,NaN,0.39,4.28,20.48,297.86,4.54
1971-01-21,18.60,0.00,3.32,NaN,NaN,0.00,4.99,7.99,311.46,8.24
1971-01-22,2.30,0.01,3.89,NaN,NaN,0.01,4.77,17.11,308.99,2.41
1971-01-23,2.12,0.14,4.33,NaN,NaN,0.24,4.88,21.71,303.20,6.44
1971-01-24,3.05,0.06,3.42,NaN,NaN,0.10,4.72,19.49,304.15,6.28
1971-01-25,1.50,0.00,3.96,NaN,NaN,0.00,5.56,15.54,315.07,4.00
1971-01-26,5.88,0.09,3.79,NaN,NaN,0.11,4.41,19.89,305.51,2.12
1971-01-27,4.14,0.00,3.83,NaN,NaN,0.00,4.98,9.27,313.53,2.81
1971-01-28,3.88,0.11,4.02,NaN,NaN,0.17,4.70,9.51,313.48,4.21
1971-01-29,8.88,0.07,2.90,NaN,NaN,0.09,4.34,18.89,305.97,2.37
1971-01-30,3.67,0.23,1.34,NaN,NaN,0.32,3.64,22.06,292.61,3.72
1971-01-31,0.24,0.59,0.46,NaN,NaN,0.82,3.25,30.69,274.64,9.97
1971-02-01,0.40,0.51,0.59,NaN,NaN,0.70,3.10,23.57,287.05,5.01
1971-02-02,0.12,0.98,4.52,NaN,NaN,1.15,4.08,20.36,312.45,9.11
1971-02-03,0.00,0.00,6.67,NaN,NaN,0.00,6.65,38.61,306.86,9.46
1971-02-04,0.00,0.37,7.10,NaN,NaN,0.37,5.31,46.70,294.97,4.28
1971-02-05,0.00,0.17,5.41,NaN,NaN,0.17,4.95,23.00,317.87,2.06
1971-02-06,0.00,0.48,5.37,NaN,NaN,0.48,4.58,21.89,318.63,3.79
1971-02-07,0.00,0.32,6.54,NaN,NaN,0.32,5.54,30.50,316.78,5.87
1971-02-08,0.00,0.49,6.82,NaN,NaN,0.49,5.37,35.38,312.71,5.89
1971-02-09,0.00,0.18,5.64,NaN,NaN,0.18,5.32,40.41,303.46,4.50
1971-02-10,0.00,0.79,5.97,NaN,NaN,0.79,4.61,45.81,296.92,6.45
1971-02-11,0.00,0.45,4.97,NaN,NaN,0.45,4.64,50.43,289.81,5.28
1971-02-12,0.04,0.41,5.93,NaN,NaN,0.49,5.34,44.95,303.16,9.61
1971-02-13,0.04,0.47,3.51,NaN,NaN,0.52,4.39,44.99,291.37,9.63
1971-02-14,0.03,0.76,2.31,NaN,NaN,0.85,3.57,61.45,267.61,8.27
1971-02-15,0.00,0.55,2.24,NaN,NaN,0.55,3.68,76.95,254.98,6.10
1971-02-16,0.00,0.40,-0.31,NaN,NaN,0.40,2.87,81.01,239.43,3.30
1971-02-17,6.41,0.15,0.41,NaN,NaN,0.23,3.72,41.30,284.34,4.17
1971-02-18,2.12,0.04,1.93,NaN,NaN,0.06,4.43,32.59,301.46,2.46
1971-02-19,1.82,0.53,2.83,NaN,NaN,0.67,3.57,76.21,263.10,3.32
1971-02-20,0.18,0.00,4.65,NaN,NaN,0.12,5.82,70.97,287.25,6.61
1971-02-21,0.12,0.82,4.94,NaN,NaN,0.97,4.35,76.83,277.29,6.64
1971-02-22,0.44,0.84,5.18,NaN,NaN,1.07,4.23,57.93,294.72,5.17
