date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-01,13.00,1.60,11.02,5.35,14.69,1.91,6.41,54.88,344.26,8.80
1970-10-02,3.60,1.66,8.58,5.83,16.00,2.02,5.36,93.90,307.30,10.79
1970-10-03,4.92,1.66,9.70,3.21,8.81,1.92,5.42,89.33,313.60,6.48
1970-10-04,6.74,0.00,10.96,4.21,11.56,0.30,9.11,49.92,345.75,8.30
1970-10-05,0.23,1.45,9.92,4.92,13.51,1.77,6.18,100.08,308.87,9.15
1970-10-06,6.91,1.33,8.35,3.43,9.43,1.65,5.50,74.14,315.41,9.07
1970-10-07,1.38,0.77,8.46,3.49,9.59,0.99,6.14,70.82,319.09,5.91
1970-10-08,0.00,0.86,8.40,2.39,6.55,0.86,5.74,90.03,304.57,3.74
1970-10-09,0.29,0.76,6.90,1.88,5.17,0.96,5.47,100.97,290.16,5.20
1970-10-10,0.48,0.74,9.78,1.67,4.60,0.88,6.66,89.01,311.68,3.70
1970-10-11,1.08,0.44,9.51,1.51,4.16,0.55,6.91,46.69,337.40,3.31
1970-10-12,0.00,0.36,11.61,1.40,3.84,0.36,8.36,63.82,336.60,3.10
1970-10-13,0.00,0.59,11.87,1.22,3.34,0.59,7.44,80.96,324.19,1.76
1970-10-14,0.00,0.40,10.89,1.15,3.15,0.40,7.68,66.81,329.18,1.95
1970-10-15,0.00,0.30,10.83,1.05,2.88,0.30,7.79,39.81,346.18,2.50
1970-10-16,0.00,0.51,10.01,0.98,2.70,0.51,6.71,76.39,314.81,2.14
1970-10-17,0.01,0.38,8.70,0.95,2.61,0.39,6.68,46.19,330.16,5.21
1970-10-18,8.91,1.25,10.17,0.89,2.44,1.59,6.45,43.60,337.49,10.90
1970-10-19,0.15,1.42,7.49,1.33,3.64,1.62,4.92,61.51,306.81,9.95
1970-10-20,0.00,1.38,4.46,0.98,2.70,1.38,3.68,64.42,285.99,8.85
1970-10-21,0.00,1.42,4.82,0.83,2.28,1.42,3.29,59.22,288.03,5.84
1970-10-22,0.06,0.59,7.48,0.77,2.12,0.67,5.51,60.14,307.27,4.16
1970-10-23,5.40,0.79,8.83,0.71,1.96,1.03,5.87,18.50,336.82,6.48
1970-10-24,17.03,0.23,9.70,1.29,3.54,0.36,7.38,31.84,341.89,6.73
1970-10-25,10.54,0.46,9.41,5.06,13.88,0.65,6.84,35.72,336.38,6.38
1970-10-26,6.78,0.98,6.52,6.57,18.04,1.26,4.76,67.03,290.10,7.12
1970-10-27,12.51,0.48,5.65,7.10,19.50,0.63,4.91,29.60,320.77,4.10
1970-10-28,5.82,0.48,6.30,4.99,13.69,0.61,5.12,30.93,322.20,3.80
1970-10-29,13.36,0.23,8.27,5.61,15.41,0.37,6.63,32.85,331.05,6.83
1970-10-30,7.31,0.26,9.67,9.48,26.02,0.42,7.29,34.33,335.90,7.94
1970-10-31,27.58,0.77,10.48,18.64,51.19,1.01,6.86,27.66,344.93,6.82
1970-11-01,3.62,1.70,8.72,7.76,21.32,2.04,4.97,43.85,314.81,9.89
1970-11-02,12.24,0.11,8.85,6.42,17.63,0.18,7.05,28.40,335.70,5.86
1970-11-03,8.28,0.90,7.81,11.83,32.49,1.24,5.64,33.47,322.95,10.65
1970-11-04,14.85,0.62,7.49,8.02,22.01,0.88,5.70,25.48,329.79,7.54
1970-11-05,0.67,1.07,6.69,7.36,20.20,1.39,4.78,47.56,297.93,8.89
1970-11-06,0.00,0.37,4.67,4.40,12.08,0.37,4.50,27.63,310.92,3.34
1970-11-07,0.99,0.34,4.79,3.43,9.43,0.46,4.63,40.11,296.72,4.00
1970-11-08,3.09,0.14,6.22,3.10,8.52,0.26,5.85,28.03,319.23,9.66
1970-11-09,0.14,1.17,6.71,2.68,7.36,1.38,4.77,41.90,300.23,10.57
1970-11-10,5.64,0.56,7.38,2.39,6.55,0.73,5.44,22.18,328.99,4.80
1970-11-11,4.42,0.25,6.38,4.59,12.60,0.40,5.72,21.83,325.10,7.08
1970-11-12,7.89,0.65,3.67,3.21,8.81,0.93,4.08,38.51,287.00,7.74
1970-11-13,0.22,0.46,3.11,3.78,10.39,0.62,4.07,34.35,289.24,6.33
1970-11-14,0.01,0.19,1.22,2.53,6.95,0.20,3.50,41.91,269.05,3.25
1970-11-15,12.18,0.41,1.90,2.06,5.66,0.55,3.29,50.62,257.66,3.99
1970-11-16,0.95,0.00,2.34,5.55,15.23,0.00,4.64,39.68,280.06,5.91
1970-11-17,14.40,0.07,4.24,6.63,18.19,0.10,4.91,10.80,315.00,4.15
1970-11-18,4.79,0.19,3.49,4.53,12.43,0.26,4.23,28.50,295.08,3.11
1970-11-19,1.15,0.47,3.43,3.78,10.39,0.67,4.09,29.94,291.32,6.05
1970-11-20,4.67,0.28,2.59,3.55,9.74,0.42,4.05,24.61,295.04,4.96
1970-11-21,4.18,0.28,3.76,4.02,11.05,0.45,4.55,27.51,296.58,6.90
1970-11-22,7.07,0.28,3.76,3.10,8.52,0.40,4.29,31.69,288.44,4.53
1970-11-23,46.34,0.56,6.61,19.89,54.62,0.81,5.27,9.60,325.87,7.51
1970-11-24,3.57,0.00,8.35,18.39,50.50,0.00,7.32,9.42,336.02,6.95
1970-11-25,0.77,0.18,8.36,7.28,19.98,0.24,6.20,18.59,331.08,3.04
1970-11-26,16.11,0.08,6.56,6.88,18.89,0.11,5.60,18.63,321.65,2.58
1970-11-27,12.65,0.16,7.32,8.96,24.61,0.23,6.04,16.98,327.97,4.63
1970-11-28,9.88,0.00,8.49,16.19,44.44,0.01,6.87,17.73,332.43,5.05
1970-11-29,8.48,0.06,5.62,7.85,21.55,0.09,5.44,15.07,321.94,3.32
1970-11-30,0.17,0.08,5.27,7.04,19.33,0.12,5.29,11.77,320.19,4.25
1970-12-01,1.28,0.36,4.84,4.53,12.43,0.53,4.61,26.03,295.89,5.53
1970-12-02,9.39,0.02,5.99,6.07,16.66,0.03,5.76,8.26,324.20,6.85
1970-12-03,3.14,0.56,3.87,4.99,13.69,0.72,3.74,15.08,307.35,3.82
1970-12-04,3.33,0.26,3.75,3.96,10.88,0.44,4.55,24.55,292.51,7.74
1970-12-05,6.05,0.82,6.14,3.61,9.90,1.14,4.85,19.46,311.59,9.44
1970-12-06,3.52,0.83,5.05,5.06,13.88,1.13,4.30,18.82,305.96,7.96
1970-12-07,0.00,0.20,3.62,3.32,9.12,0.20,4.00,32.47,273.71,3.75
1970-12-08,0.25,0.07,1.91,2.63,7.22,0.08,3.65,26.11,276.59,2.50
1970-12-09,0.00,0.01,3.75,2.34,6.42,0.01,4.69,17.95,303.02,2.18
1970-12-10,0.00,0.07,2.89,2.06,5.66,0.07,4.22,13.99,305.43,2.33
1970-12-11,1.17,0.18,3.15,1.80,4.94,0.25,4.17,16.39,301.19,3.44
1970-12-12,5.02,0.00,4.45,2.39,6.55,0.00,5.26,13.93,314.64,4.27
1970-12-13,0.01,0.40,3.92,1.93,5.29,0.43,4.00,21.53,292.47,4.31
