date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-01,0.03,1.67,12.86,0.12,0.19,1.73,7.12,103.30,328.65,6.17
1970-10-02,0.68,2.98,13.40,0.11,0.18,3.28,5.87,104.03,325.04,9.10
1970-10-03,0.01,2.20,11.32,0.10,0.17,2.22,5.40,132.06,295.43,6.28
1970-10-04,0.24,0.37,13.52,0.11,0.18,0.51,9.50,56.61,357.19,6.04
1970-10-05,9.42,1.25,14.34,0.18,0.30,1.49,8.52,55.73,361.79,6.68
1970-10-06,1.27,0.99,10.07,0.17,0.29,1.14,6.28,101.62,311.25,3.26
1970-10-07,0.80,0.69,8.03,0.14,0.23,0.78,5.96,104.65,299.70,2.38
1970-10-08,0.00,0.67,7.80,0.14,0.23,0.67,5.62,119.97,286.43,1.09
1970-10-09,0.00,0.81,8.51,0.13,0.22,0.81,5.44,127.35,281.33,1.61
1970-10-10,0.41,0.54,9.39,0.13,0.22,0.63,6.63,55.41,335.29,2.84
1970-10-11,0.05,0.22,13.80,0.14,0.23,0.28,9.94,53.35,356.69,3.64
1970-10-12,0.00,0.40,13.35,0.14,0.23,0.40,8.97,51.22,355.94,1.52
1970-10-13,0.00,0.39,13.96,0.14,0.23,0.39,9.42,57.30,354.58,1.28
1970-10-14,0.00,0.14,12.79,0.14,0.23,0.14,8.69,27.46,356.60,1.91
1970-10-15,0.00,0.78,12.22,0.14,0.23,0.78,7.39,50.85,348.97,3.18
1970-10-16,0.00,0.66,9.53,0.13,0.21,0.66,6.26,88.59,307.31,2.54
1970-10-17,0.00,0.56,9.77,0.13,0.21,0.56,5.66,114.85,283.55,1.04
1970-10-18,1.06,0.60,9.24,0.12,0.20,0.76,6.54,92.29,302.32,4.35
1970-10-19,0.62,1.54,10.00,0.12,0.20,1.83,5.63,86.68,304.28,7.60
1970-10-20,0.00,1.11,5.91,0.12,0.20,1.11,4.17,89.33,278.94,5.32
1970-10-21,0.00,1.38,5.50,0.11,0.19,1.38,3.57,92.10,269.78,5.60
1970-10-22,0.00,0.49,6.21,0.11,0.19,0.49,4.96,47.66,316.12,2.51
1970-10-23,0.00,0.35,8.09,0.12,0.20,0.35,6.19,40.71,331.89,2.83
1970-10-24,0.00,0.62,10.90,0.12,0.20,0.62,7.20,41.89,344.06,5.03
1970-10-25,0.97,1.20,11.61,0.12,0.19,1.47,6.89,37.53,350.13,7.47
1970-10-26,0.29,0.79,10.64,0.12,0.20,0.93,6.56,69.33,316.92,4.31
1970-10-27,1.07,0.53,8.03,0.12,0.20,0.67,5.81,36.06,332.58,3.88
1970-10-28,0.00,0.00,11.01,0.13,0.22,0.09,8.71,40.04,344.01,5.81
1970-10-29,0.02,0.60,11.70,0.13,0.21,0.63,7.66,65.33,324.57,5.67
1970-10-30,0.84,0.08,13.46,0.13,0.21,0.14,9.46,23.09,359.14,8.18
1970-10-31,0.60,0.73,13.72,0.13,0.22,0.97,8.77,33.31,360.81,7.76
1970-11-01,17.26,1.35,12.20,0.15,0.25,1.58,6.48,56.31,327.19,5.87
1970-11-02,14.16,0.00,12.95,0.62,1.02,0.00,9.50,19.72,356.58,6.18
1970-11-03,0.00,1.85,11.70,0.71,1.17,1.85,5.89,63.39,312.45,8.50
1970-11-04,1.90,1.09,10.23,0.27,0.45,1.32,5.89,43.68,328.53,5.55
1970-11-05,0.02,0.88,9.26,0.23,0.37,0.92,5.65,66.64,295.91,5.56
1970-11-06,29.47,0.41,7.20,0.46,0.75,0.50,5.33,32.22,325.69,2.65
1970-11-07,0.76,0.21,7.14,1.97,3.23,0.32,6.05,30.43,328.22,5.82
1970-11-08,0.36,0.52,5.46,0.59,0.97,0.69,4.69,30.19,317.60,4.32
1970-11-09,0.28,0.69,7.00,0.39,0.65,0.92,5.17,40.96,311.95,6.13
1970-11-10,2.25,0.64,8.97,0.34,0.56,0.79,5.76,28.61,336.08,3.67
1970-11-11,10.11,0.30,10.48,0.39,0.64,0.47,7.52,28.63,344.22,8.02
1970-11-12,0.35,0.35,7.07,0.77,1.26,0.47,5.59,34.68,318.82,4.29
1970-11-13,14.82,0.58,4.69,1.27,2.08,0.75,4.06,47.91,285.44,4.21
1970-11-14,21.73,0.00,4.17,3.81,6.27,0.00,5.50,16.02,316.09,4.16
1970-11-15,0.14,0.55,3.65,1.85,3.04,0.68,3.66,61.80,257.58,4.59
1970-11-16,10.10,0.01,3.57,2.56,4.21,0.01,4.81,15.51,311.96,4.28
1970-11-17,10.86,0.82,6.42,2.85,4.69,1.02,4.47,26.81,319.62,4.58
1970-11-18,20.42,0.72,7.44,4.26,7.01,0.96,5.23,15.02,329.36,6.33
1970-11-19,2.89,0.66,7.59,4.37,7.18,0.88,5.37,37.00,311.55,6.17
1970-11-20,2.55,0.00,5.81,2.15,3.53,0.00,5.96,27.24,318.85,4.76
1970-11-21,0.08,0.66,6.45,1.41,2.31,0.78,4.47,43.07,292.34,4.46
1970-11-22,14.54,0.23,4.98,1.31,2.16,0.29,4.19,46.84,278.68,2.54
1970-11-23,1.92,0.00,7.54,4.19,6.88,0.00,7.40,22.65,332.12,7.34
1970-11-24,0.02,0.48,10.61,1.84,3.02,0.50,6.52,39.71,318.70,4.03
1970-11-25,0.00,0.30,10.77,1.25,2.05,0.30,6.89,36.21,325.10,3.31
1970-11-26,0.05,0.03,8.21,1.02,1.67,0.04,6.31,29.26,323.20,2.00
1970-11-27,2.45,0.16,8.71,0.91,1.50,0.21,6.47,25.39,330.93,3.14
1970-11-28,13.40,0.00,9.99,1.41,2.31,0.00,7.71,24.93,338.00,3.91
1970-11-29,9.36,0.00,9.69,4.78,7.86,0.00,7.47,12.87,342.15,4.77
1970-11-30,0.09,0.15,7.32,2.31,3.80,0.18,5.86,23.98,324.63,3.15
1970-12-01,0.00,0.32,6.88,1.39,2.29,0.32,5.34,27.57,315.01,4.04
1970-12-02,1.99,0.22,6.83,1.11,1.82,0.33,5.74,20.79,326.61,5.31
1970-12-03,6.24,0.63,9.29,1.10,1.81,0.79,5.92,20.13,338.45,4.28
1970-12-04,0.45,0.00,9.14,1.46,2.40,0.00,7.38,32.19,319.99,4.84
1970-12-05,0.91,0.49,7.33,1.09,1.79,0.64,5.09,36.46,297.42,4.72
1970-12-06,2.30,0.34,7.36,1.10,1.80,0.52,5.72,31.39,308.89,7.03
1970-12-07,0.08,0.19,4.92,0.94,1.54,0.25,4.75,29.35,299.23,3.95
1970-12-08,0.00,0.18,4.05,0.82,1.35,0.18,4.13,35.83,280.54,3.12
1970-12-09,0.03,0.02,1.77,0.75,1.23,0.02,3.61,32.97,274.70,1.82
1970-12-10,0.00,0.00,2.98,0.72,1.18,0.00,5.29,11.60,310.76,4.16
1970-12-11,0.00,0.48,6.24,0.68,1.11,0.48,4.82,11.53,323.10,4.46
1970-12-12,2.33,0.00,7.30,0.69,1.14,0.00,6.46,22.16,324.64,4.70
1970-12-13,0.00,0.01,3.28,0.64,1.06,0.01,4.03,32.24,282.19,1.43
1970-12-14,0.03,0.00,1.51,0.60,0.98,0.00,3.56,26.60,283.82,0.87
1970-12-15,0.00,0.17,2.58,0.57,0.94,0.17,3.83,20.53,300.28,2.27
1970-12-16,0.04,0.32,4.84,0.55,0.90,0.37,4.64,11.29,316.71,4.70
1970-12-17,0.47,0.00,6.96,0.54,0.89,0.00,6.40,11.26,329.27,3.97
1970-12-18,0.28,0.00,7.32,0.53,0.87,0.00,6.71,18.81,329.99,3.33
1970-12-19,0.27,0.10,8.47,0.51,0.84,0.12,6.28,26.98,319.54,3.43
