date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-01,20.35,1.60,10.62,2.66,11.17,1.90,6.26,57.30,341.68,8.52
1970-10-02,4.72,1.74,8.36,3.92,16.46,2.09,5.19,93.42,303.18,10.55
1970-10-03,6.05,1.68,9.24,4.24,17.80,1.94,5.20,95.14,303.81,6.65
1970-10-04,23.66,0.00,10.66,4.34,18.24,0.33,8.96,51.76,344.36,7.90
1970-10-05,5.52,1.16,9.87,5.99,25.16,1.45,6.53,86.95,315.20,8.49
1970-10-06,14.32,1.39,7.76,6.91,29.05,1.70,5.16,84.21,302.97,8.61
1970-10-07,8.27,0.77,7.59,7.59,31.88,0.99,5.73,71.87,312.81,5.42
1970-10-08,0.03,0.64,7.46,7.51,31.55,0.68,5.65,86.57,299.57,3.17
1970-10-09,0.00,0.67,6.14,6.61,27.79,0.67,5.14,98.26,281.39,4.22
1970-10-10,0.12,0.64,8.38,5.56,23.38,0.69,6.02,84.08,303.82,3.23
1970-10-11,1.61,0.33,8.78,4.64,19.51,0.42,6.95,44.84,336.45,3.28
1970-10-12,0.03,0.38,11.05,3.88,16.30,0.40,8.05,63.84,333.12,2.73
1970-10-13,0.00,0.45,11.08,3.26,13.71,0.45,7.31,71.02,325.31,1.40
1970-10-14,0.00,0.33,9.95,2.80,11.76,0.33,7.37,58.24,330.00,1.66
1970-10-15,0.00,0.34,9.96,2.42,10.15,0.34,7.36,40.40,342.89,2.54
1970-10-16,0.00,0.47,9.03,2.11,8.86,0.47,6.24,74.22,307.54,2.24
1970-10-17,0.23,0.54,7.68,1.89,7.95,0.66,5.87,54.08,318.19,4.15
1970-10-18,9.10,1.12,9.14,1.74,7.31,1.44,6.12,46.05,331.07,9.81
1970-10-19,1.29,1.41,7.07,1.64,6.90,1.75,4.74,61.36,302.72,9.54
1970-10-20,0.00,1.26,3.87,1.52,6.37,1.26,3.61,62.99,282.14,8.46
1970-10-21,0.00,1.35,4.18,1.40,5.90,1.35,3.27,63.00,279.55,6.49
1970-10-22,0.00,0.46,6.71,1.30,5.48,0.46,5.43,53.59,308.46,3.82
1970-10-23,13.46,0.89,7.89,1.24,5.22,1.12,5.44,33.30,331.60,5.75
1970-10-24,48.20,0.19,9.09,1.89,7.96,0.29,7.26,34.37,338.30,6.62
1970-10-25,19.91,0.44,9.39,7.15,30.06,0.63,6.98,35.69,337.58,6.62
1970-10-26,2.50,0.86,6.29,9.63,40.48,1.11,4.77,63.87,287.31,6.65
1970-10-27,14.96,0.56,5.56,9.06,38.06,0.72,4.80,31.18,320.09,4.17
1970-10-28,7.17,0.28,6.30,8.74,36.73,0.39,5.66,32.97,322.86,4.12
1970-10-29,33.59,0.30,8.45,8.58,36.05,0.45,6.72,35.73,330.21,6.79
1970-10-30,36.49,0.17,10.01,12.97,54.49,0.28,7.71,34.38,338.56,8.06
1970-10-31,26.62,0.77,10.31,17.12,71.95,1.01,6.90,29.13,344.25,7.07
1970-11-01,8.87,1.75,8.45,17.66,74.19,2.09,4.80,45.77,309.11,9.93
1970-11-02,15.92,0.14,8.73,15.81,66.41,0.22,7.07,28.32,336.73,5.76
1970-11-03,6.04,1.10,7.52,14.39,60.47,1.45,5.36,33.54,321.60,10.89
1970-11-04,11.73,0.68,7.07,13.04,54.81,0.93,5.49,27.62,326.69,7.15
1970-11-05,3.30,1.02,6.28,11.57,48.63,1.33,4.66,46.59,293.70,8.54
1970-11-06,0.04,0.33,4.37,9.74,40.93,0.36,4.49,28.42,310.07,3.10
1970-11-07,0.56,0.31,4.27,7.92,33.27,0.42,4.58,37.09,297.35,4.17
1970-11-08,12.67,0.39,5.27,6.54,27.50,0.63,5.22,27.68,315.44,8.76
1970-11-09,0.18,1.17,6.14,5.85,24.59,1.42,4.53,40.76,296.09,10.05
1970-11-10,25.43,0.58,6.94,5.21,21.89,0.75,5.11,14.66,326.89,4.68
1970-11-11,10.94,0.02,6.14,6.86,28.81,0.03,5.95,14.24,325.15,6.58
1970-11-12,9.57,0.55,3.50,8.00,33.62,0.80,4.11,39.47,282.80,7.03
1970-11-13,7.23,0.45,2.57,8.04,33.80,0.65,3.89,34.44,285.37,5.94
1970-11-14,0.03,0.12,0.63,7.46,31.36,0.13,3.58,36.17,272.98,3.22
1970-11-15,6.08,0.35,1.09,6.49,27.25,0.49,3.16,47.29,250.72,4.32
1970-11-16,3.05,0.00,1.63,5.61,23.57,0.00,4.58,32.88,284.80,5.42
1970-11-17,11.44,0.11,3.47,5.26,22.10,0.17,4.65,11.99,311.10,4.40
1970-11-18,8.86,0.26,3.10,5.42,22.77,0.37,4.12,28.17,293.78,3.87
1970-11-19,4.43,0.37,3.05,5.69,23.89,0.56,4.18,27.05,294.83,6.09
1970-11-20,21.07,0.34,2.02,5.66,23.80,0.50,3.82,24.34,293.16,4.98
1970-11-21,8.66,0.22,3.16,7.06,29.68,0.36,4.46,29.44,290.45,6.84
1970-11-22,13.24,0.24,2.96,7.77,32.64,0.35,4.09,31.63,282.91,4.44
1970-11-23,60.57,0.44,6.24,10.95,46.03,0.67,5.39,10.71,324.56,7.86
1970-11-24,0.43,0.00,8.01,18.64,78.32,0.00,6.93,10.52,334.35,7.03
1970-11-25,0.00,0.26,8.10,18.24,76.63,0.26,5.96,20.99,326.95,3.35
1970-11-26,3.20,0.09,5.78,15.21,63.89,0.12,5.40,19.02,319.01,2.54
1970-11-27,6.79,0.17,6.62,12.15,51.07,0.25,5.80,17.71,325.25,4.45
1970-11-28,11.91,0.00,7.84,9.96,41.86,0.00,6.73,19.22,328.58,5.23
1970-11-29,11.05,0.04,4.82,9.02,37.90,0.06,5.19,9.69,318.15,3.46
1970-11-30,1.14,0.01,4.66,8.56,35.98,0.02,5.29,9.54,317.70,5.02
1970-12-01,2.59,0.37,4.30,7.53,31.64,0.53,4.44,24.13,296.23,5.37
1970-12-02,19.44,0.14,5.53,6.90,28.99,0.24,5.44,9.28,321.67,6.51
1970-12-03,3.38,0.49,3.84,7.61,31.97,0.64,3.92,16.68,307.02,3.94
1970-12-04,3.58,0.21,3.55,7.27,30.56,0.36,4.51,26.15,287.35,6.86
1970-12-05,14.86,0.67,5.42,6.60,27.74,0.96,4.78,19.66,309.26,8.75
1970-12-06,5.42,0.80,4.41,6.61,27.76,1.09,4.14,20.51,300.25,7.90
1970-12-07,0.01,0.21,2.96,6.29,26.43,0.22,3.98,28.21,275.77,4.48
1970-12-08,0.00,0.08,1.00,5.58,23.44,0.09,3.28,29.30,261.80,2.15
1970-12-09,0.00,0.01,2.03,4.82,20.27,0.01,4.17,22.24,286.40,1.87
1970-12-10,0.01,0.04,1.64,4.14,17.39,0.04,4.01,15.50,298.78,2.18
1970-12-11,0.31,0.11,2.63,3.60,15.13,0.16,4.24,16.54,300.93,3.53
1970-12-12,1.97,0.00,3.92,3.09,12.98,0.00,5.15,15.39,311.29,4.41
1970-12-13,0.06,0.19,3.03,2.71,11.37,0.22,4.03,21.81,288.75,3.73
1970-12-14,0.00,0.04,2.35,2.38,10.01,0.04,4.18,8.26,305.02,2.39
1970-12-15,1.39,0.29,3.21,2.12,8.90,0.40,4.29,14.10,308.17,4.95
1970-12-16,17.26,0.28,5.37,2.00,8.40,0.45,5.16,18.18,310.17,7.01
1970-12-17,0.54,0.64,5.81,2.39,10.04,0.87,4.70,19.34,307.32,6.46
1970-12-18,12.72,0.14,7.00,2.65,11.15,0.22,6.00,8.75,328.96,5.71
1970-12-19,11.76,0.45,8.06,3.39,14.24,0.67,6.17,14.34,332.20,7.85
1970-12-20,0.08,0.25,4.18,4.53,19.02,0.32,4.33,28.59,276.61,5.09
1970-12-21,0.00,0.21,0.55,4.75,19.94,0.21,3.21,28.54,258.01,4.38
