date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-01,0.29,1.35,13.01,0.48,1.28,1.59,7.91,88.00,342.71,6.96
1970-10-02,0.58,2.61,12.95,0.46,1.23,2.91,6.47,109.77,326.13,10.63
1970-10-03,0.28,2.32,11.84,0.45,1.20,2.57,5.70,115.65,314.27,7.03
1970-10-04,0.09,0.00,12.77,0.47,1.24,0.35,9.76,61.29,353.03,7.00
1970-10-05,4.58,0.70,13.39,0.54,1.44,0.94,9.00,59.28,357.28,7.56
1970-10-06,4.92,1.13,9.22,0.65,1.72,1.33,5.99,110.73,305.70,4.51
1970-10-07,0.01,0.85,8.11,0.60,1.58,0.86,5.70,111.02,299.29,2.30
1970-10-08,0.13,0.83,8.09,0.49,1.31,0.84,5.66,125.22,289.43,1.51
1970-10-09,0.33,1.03,8.74,0.46,1.22,1.12,5.47,138.69,280.81,2.19
1970-10-10,1.43,0.85,8.97,0.45,1.18,1.02,5.96,60.67,331.65,3.85
1970-10-11,17.85,0.00,11.85,1.18,3.13,0.35,9.60,52.84,349.75,4.20
1970-10-12,0.08,0.50,11.98,0.85,2.24,0.56,8.18,49.42,352.38,3.02
1970-10-13,0.11,0.43,13.32,0.60,1.58,0.46,9.39,66.23,349.09,1.90
1970-10-14,0.01,0.56,12.04,0.55,1.47,0.57,8.10,67.54,341.39,2.36
1970-10-15,0.00,0.38,11.93,0.50,1.32,0.38,8.27,40.30,352.57,4.13
1970-10-16,0.00,0.96,11.28,0.50,1.33,0.96,6.95,87.63,321.40,4.05
1970-10-17,0.00,0.93,10.60,0.49,1.29,0.93,5.88,126.07,285.79,1.99
1970-10-18,1.67,0.62,9.78,0.47,1.24,0.80,6.98,91.59,311.08,5.08
1970-10-19,2.98,1.69,10.13,0.50,1.32,2.00,5.75,84.27,312.09,8.97
1970-10-20,1.25,1.14,6.55,0.57,1.51,1.41,4.74,80.04,296.57,7.44
1970-10-21,0.06,1.32,5.79,0.53,1.40,1.44,3.85,109.70,264.51,5.28
1970-10-22,0.11,0.22,6.52,0.51,1.34,0.26,6.02,44.90,324.77,2.64
1970-10-23,0.02,0.48,9.13,0.49,1.29,0.50,6.03,27.42,338.43,2.93
1970-10-24,0.18,0.70,10.48,0.51,1.35,0.84,7.02,43.12,343.65,5.93
1970-10-25,2.78,0.98,11.44,0.49,1.29,1.26,7.30,40.49,349.75,8.70
