date,precipitation,pet,temperature,discharge_spec,discharge_vol,peti,humidity,shortwave_rad,longwave_rad,windspeed
1970-10-01,0.00,1.63,13.30,0.10,0.12,1.63,7.45,113.05,327.85,5.90
1970-10-02,0.17,3.05,14.26,0.10,0.12,3.31,6.24,107.94,329.66,8.95
1970-10-03,0.54,2.24,11.94,0.10,0.11,2.48,5.60,132.81,302.03,5.98
1970-10-04,0.20,0.44,14.04,0.10,0.11,0.57,9.64,57.12,359.72,5.83
1970-10-05,5.81,1.22,14.81,0.10,0.12,1.46,8.85,56.97,363.75,6.90
1970-10-06,2.45,0.98,10.56,0.19,0.22,1.12,6.52,97.74,318.47,3.12
1970-10-07,1.70,0.70,8.48,0.19,0.22,0.78,6.15,105.71,303.97,1.80
1970-10-08,0.07,0.76,8.12,0.19,0.22,0.78,5.56,129.65,285.15,0.87
1970-10-09,0.47,1.03,9.04,0.16,0.18,1.14,5.42,137.61,281.17,2.12
1970-10-10,0.84,0.49,10.41,0.14,0.16,0.60,7.19,45.99,345.08,3.36
1970-10-11,0.89,0.17,14.19,0.14,0.16,0.33,10.28,56.49,357.15,3.52
1970-10-12,0.00,0.09,13.02,0.16,0.19,0.09,8.94,28.55,357.50,1.61
1970-10-13,0.00,0.37,14.16,0.16,0.19,0.37,9.77,59.99,354.64,1.25
1970-10-14,0.00,0.34,13.13,0.16,0.18,0.34,8.78,42.40,357.97,1.80
1970-10-15,0.00,0.75,12.56,0.15,0.17,0.75,7.69,48.35,353.02,3.49
1970-10-16,0.00,0.78,10.28,0.15,0.17,0.78,6.55,99.35,306.97,2.99
1970-10-17,0.00,0.68,10.47,0.13,0.15,0.68,5.92,128.21,283.80,0.99
1970-10-18,0.36,0.66,9.75,0.12,0.14,0.79,6.73,108.44,297.75,3.70
1970-10-19,0.30,1.42,10.43,0.11,0.13,1.70,6.03,92.22,307.00,7.46
1970-10-20,0.12,1.09,6.72,0.11,0.13,1.26,4.55,90.76,286.70,5.33
1970-10-21,0.00,1.44,6.02,0.10,0.12,1.44,3.59,102.59,268.13,5.11
1970-10-22,0.10,0.44,6.32,0.10,0.12,0.48,5.01,50.04,315.83,2.10
1970-10-23,0.00,0.14,8.42,0.11,0.13,0.14,6.37,23.77,335.73,2.28
1970-10-24,0.00,0.78,11.22,0.12,0.14,0.78,6.98,41.45,346.39,4.78
1970-10-25,1.55,1.32,11.99,0.12,0.14,1.59,6.83,38.94,351.23,7.28
1970-10-26,0.29,0.84,11.35,0.12,0.14,0.99,6.87,73.91,320.06,4.36
1970-10-27,1.05,0.43,8.20,0.13,0.15,0.56,6.07,37.19,333.39,3.87
1970-10-28,0.00,0.00,11.44,0.14,0.16,0.09,8.96,37.94,348.04,6.08
1970-10-29,0.19,0.47,11.64,0.14,0.16,0.61,7.84,74.89,320.40,5.10
1970-10-30,2.51,0.09,13.39,0.13,0.15,0.15,9.48,36.43,357.19,8.16
1970-10-31,1.39,0.63,14.13,0.16,0.18,0.86,9.12,33.68,362.83,8.09
1970-11-01,19.16,1.23,12.93,0.23,0.27,1.46,7.06,58.50,332.67,5.71
1970-11-02,8.40,0.00,13.46,1.27,1.47,0.01,9.94,22.73,358.54,6.61
1970-11-03,0.04,1.92,12.43,1.32,1.53,2.04,6.09,67.06,316.80,8.03
1970-11-04,1.20,1.15,10.92,0.39,0.45,1.37,6.07,44.70,332.73,5.37
1970-11-05,0.00,0.82,9.85,0.25,0.29,0.82,5.95,77.12,294.44,5.01
1970-11-06,39.17,0.47,7.90,0.21,0.24,0.57,5.51,33.49,328.67,2.86
1970-11-07,3.88,0.02,7.78,5.19,6.00,0.03,6.45,18.35,332.94,6.47
